userId  itemId  original  prediction
67 239 2.5 3.722
67 4 3.5 3.875
67 211 3.0 3.69
67 250 2.5 3.695
68 13 4.0 3.838
68 234 4.0 3.847
68 252 4.0 3.74
68 8 4.0 3.783
69 235 3.0 3.198
250 212 1.0 3.702
250 253 3.5 3.634
250 4 1.5 3.897
250 217 3.5 3.711
251 220 3.5 3.28
1504 235 2.5 3.501
1504 254 3.0 3.825
255 17 4.0 3.869
255 8 2.5 3.821
1420 236 4.0 3.679
1420 254 2.5 3.766
1420 2 3.5 3.732
1423 216 4.0 3.637
1423 219 3.5 3.612
1423 235 3.0 3.422
1423 210 4.0 3.578
1423 12 2.5 3.707
1423 217 4.0 3.725
1423 253 4.0 3.79
1423 255 4.0 3.869
1422 236 4.0 2.822
1425 254 2.0 3.713
1425 214 3.0 3.619
1425 3 1.0 3.735
1425 11 3.5 3.86
1425 255 1.5 3.889
1162 342 3.5 3.025
1162 251 2.0 3.835
1162 287 4.0 3.025
1162 309 4.0 3.025
1162 292 4.0 3.025
1162 1371 4.0 3.025
1162 235 3.0 3.502
1370 252 3.0 3.686
1370 4 3.0 3.827
1370 207 3.0 3.649
1370 84 3.0 3.834
1370 206 3.0 3.86
1370 213 3.5 3.671
1370 217 3.0 3.816
1370 250 3.0 3.807
1370 243 3.0 3.648
1429 9 4.0 3.462
1429 2 4.0 3.613
1429 248 4.0 3.529
1428 2 3.5 3.758
1428 9 4.0 3.545
1428 6 4.0 3.766
1428 217 3.0 3.716
1428 212 3.0 3.754
1428 11 3.0 3.843
1373 241 0.5 2.765
730 245 4.0 3.895
730 215 3.0 3.653
730 239 4.0 3.766
1038 239 2.0 3.843
1038 210 2.0 3.578
732 705 4.0 3.4
735 335 4.0 3.146
735 220 4.0 3.552
735 218 4.0 3.146
735 5 3.0 3.8
734 220 3.5 3.505
734 7 3.5 3.736
734 10 3.5 3.835
508 658 3.0 3.255
509 282 2.5 2.654
509 4 2.5 3.878
509 286 4.0 2.654
509 926 3.0 3.5
509 522 3.5 4.0
509 207 3.0 3.642
509 215 3.5 3.522
509 148 3.0 2.654
506 245 3.5 3.738
506 239 3.5 3.738
507 205 4.0 3.834
507 210 4.0 3.608
507 211 2.5 3.796
507 252 2.5 3.696
507 255 4.0 3.918
507 212 3.0 3.751
507 244 2.5 3.703
504 7 3.5 3.573
504 6 3.5 3.749
505 246 1.0 3.659
505 250 4.0 3.883
505 11 4.0 3.889
505 253 1.0 3.662
505 13 3.0 3.775
505 216 4.0 3.686
502 254 2.5 3.652
503 880 4.0 3.5
503 11 3.5 3.831
503 4 3.5 3.753
503 1309 4.0 3.537
503 342 3.5 3.537
500 233 4.0 3.698
500 216 3.0 3.712
500 245 4.0 3.808
500 255 3.5 3.918
630 248 3.0 3.586
630 1 3.0 3.643
630 211 4.0 3.766
630 6 3.0 3.807
631 243 2.0 3.558
631 11 4.0 3.895
631 207 1.5 3.502
631 84 3.0 3.816
631 244 2.5 3.764
631 235 1.5 3.344
632 234 4.0 3.473
633 241 3.0 3.795
633 9 4.0 3.545
633 214 3.5 3.723
633 243 1.5 3.781
469 236 4.0 3.568
468 250 0.5 3.816
468 13 3.5 3.793
468 233 3.0 3.708
468 214 1.0 3.724
468 10 2.0 3.752
1214 215 3.5 3.5
1214 1950 4.0 2.841
637 241 3.0 3.071
637 1 0.5 3.082
465 216 2.5 3.557
465 239 3.0 3.661
464 6 4.0 3.766
464 216 4.0 3.607
464 215 4.0 3.627
464 250 4.0 3.591
467 211 3.5 3.833
467 213 3.0 3.884
467 234 2.5 3.912
467 236 3.5 3.545
1219 10 2.0 3.632
1219 11 2.5 3.937
461 5 4.0 3.766
461 12 3.0 3.668
461 8 4.0 3.689
461 7 4.0 3.599
461 211 3.5 3.724
461 30 0.5 2.575
460 17 3.0 3.751
460 213 3.0 3.855
460 220 1.5 3.448
463 1292 2.5 3.7
1200 1928 4.0 3.523
169 215 3.0 3.689
169 254 4.0 3.726
169 6 3.0 3.807
164 771 3.5 4.0
164 783 2.5 3.222
164 784 2.5 1.0
164 785 3.0 3.222
164 787 3.0 3.2
164 789 3.0 3.222
165 7 3.0 3.765
166 7 1.0 3.531
166 206 4.0 3.8
166 5 3.5 3.884
166 9 0.5 3.569
166 248 1.5 3.559
166 249 3.5 3.56
167 121 3.0 3.816
167 1 3.0 3.634
167 253 3.0 3.736
167 212 4.0 3.791
167 236 3.0 3.572
160 11 4.0 3.843
160 241 3.5 3.558
160 251 3.5 3.694
161 305 2.0 3.5
161 335 4.0 3.539
161 682 3.0 3.0
161 696 3.0 3.735
161 286 4.0 3.125
161 718 3.0 3.0
161 728 4.0 3.405
161 655 3.0 2.543
161 28 0.5 3.064
161 750 2.5 3.335
161 751 1.5 2.731
161 308 4.0 4.0
161 509 3.0 3.019
161 588 3.5 2.636
161 767 2.5 2.731
163 210 2.5 3.533
163 3 3.5 3.529
964 11 4.0 3.925
965 1679 3.0 3.026
965 1680 3.5 3.026
965 694 3.0 3.026
965 257 2.0 3.263
965 246 2.5 3.681
965 680 4.0 3.026
966 2 3.5 3.719
966 250 3.0 3.668
966 12 2.5 3.659
967 10 4.0 3.764
961 577 1.0 2.701
962 215 3.0 3.3
962 211 2.5 3.795
963 207 2.5 2.86
969 1010 1.0 3.59
969 986 2.5 3.031
969 1688 3.0 2.779
969 197 4.0 2.779
969 335 3.5 3.34
969 1035 4.0 3.0
969 1752 2.0 2.779
969 765 2.0 2.264
969 71 3.0 2.779
969 299 4.0 3.807
969 1760 2.5 2.779
936 10 2.5 3.654
1454 214 2.5 3.646
1454 245 4.0 3.627
1104 103 3.0 3.0
1104 623 3.0 3.756
1104 642 3.5 4.0
1105 11 3.0 3.855
1105 5 3.0 3.72
1105 253 3.5 3.639
1105 1 4.0 3.119
1451 11 4.0 3.823
1451 4 4.0 3.891
1451 205 2.5 3.79
1100 236 3.5 3.609
1100 13 2.0 3.668
1100 10 2.0 3.625
1101 219 3.5 3.632
1101 215 3.0 3.586
1274 241 4.0 3.725
1274 17 3.5 3.806
1274 11 4.0 3.842
908 251 2.5 3.816
908 3 1.5 3.765
908 205 3.0 3.767
908 2 3.0 3.699
1108 215 4.0 3.527
1108 252 4.0 3.751
1108 121 3.5 3.713
1108 250 3.5 3.661
1108 11 3.5 3.736
1109 216 2.0 3.399
1109 212 2.0 3.551
1109 244 2.0 3.751
1109 239 2.0 3.843
909 214 3.0 3.668
909 205 3.5 3.765
1470 244 3.0 3.712
1470 5 2.5 3.938
1470 251 3.0 3.834
1470 247 2.5 3.765
1470 3 2.5 3.737
1090 250 3.0 3.538
1090 1 3.5 3.532
1390 9 3.5 3.665
1158 2 3.5 3.589
1158 121 3.0 3.807
1158 10 4.0 3.782
1158 214 3.5 3.695
1158 84 3.0 3.703
1241 2 2.0 3.597
1241 212 4.0 3.841
1241 239 3.5 3.818
600 205 4.0 3.558
600 10 3.5 3.467
878 257 4.0 3.475
878 254 4.0 3.849
878 6 4.0 3.806
878 211 4.0 3.833
878 10 3.5 3.913
879 212 0.5 3.531
879 254 0.5 3.37
879 11 0.5 3.724
879 4 1.0 3.529
879 5 0.5 3.752
876 1 3.0 3.606
874 2 2.5 3.674
874 13 4.0 3.831
874 12 3.5 3.697
874 234 3.5 3.837
875 7 1.5 3.552
872 207 2.0 3.667
873 7 3.0 3.527
870 206 3.0 3.555
870 213 3.0 3.597
1155 257 1.5 3.294
1155 4 2.5 3.791
1155 216 2.5 3.581
1155 1 2.5 3.397
1155 256 2.0 3.533
1505 5 4.0 3.911
1505 1 4.0 3.498
1505 235 2.0 3.209
1154 3 3.5 3.409
1154 13 3.5 3.78
1157 1855 3.0 2.756
1157 702 4.0 3.84
1157 5 3.0 3.401
1157 850 3.5 2.939
1157 1858 4.0 3.0
1244 805 4.0 2.306
1244 1955 0.5 2.306
1244 318 0.5 4.0
1244 254 3.5 3.609
890 206 3.5 3.776
890 211 3.0 3.855
890 1 3.0 3.589
890 251 3.0 3.87
890 236 3.0 3.688
891 1110 2.5 1.0
891 7 2.5 3.273
893 377 4.0 3.8
894 64 4.0 3.344
647 207 3.0 3.735
647 233 2.5 3.585
896 17 4.0 3.791
896 1 4.0 3.611
896 236 4.0 3.654
896 205 4.0 3.817
896 7 4.0 3.705
898 432 4.0 3.298
898 585 4.0 2.752
898 1003 1.0 1.5
898 1292 4.0 3.296
1087 215 2.5 3.527
1087 211 2.5 3.531
1087 12 3.0 3.788
1087 257 3.0 3.418
1087 256 3.5 3.574
646 219 3.0 3.806
1099 236 3.0 3.647
1099 10 3.5 3.766
1138 217 4.0 3.807
1138 9 3.5 3.545
1138 254 3.5 3.79
1138 244 3.5 3.74
1199 213 3.5 3.863
1199 764 3.5 3.609
1199 1516 3.0 3.609
1199 451 3.0 3.609
1199 343 3.5 3.609
1199 211 3.5 3.791
1199 927 4.0 3.609
1199 215 4.0 3.636
1199 247 4.0 3.739
1199 220 4.0 3.554
1199 243 3.5 3.707
1199 658 4.0 3.609
1199 1831 4.0 3.609
1199 210 3.5 3.628
1199 299 4.0 3.609
1153 436 4.0 3.241
1153 638 4.0 3.303
1153 675 4.0 3.446
1153 273 3.5 2.0
1153 8 3.5 3.165
1153 13 4.0 3.651
1153 471 4.0 3.506
1153 307 4.0 3.766
1153 417 3.5 4.0
1153 427 4.0 2.978
1153 977 4.0 3.154
1153 12 3.5 3.183
1153 699 3.0 3.207
1153 503 4.0 3.0
1153 388 4.0 3.03
648 11 3.5 3.86
1152 247 4.0 3.696
1152 241 4.0 3.779
1152 7 1.5 3.685
1440 1 3.0 3.191
1440 207 3.5 3.553
1440 253 3.5 3.553
1440 239 3.5 3.696
1440 121 2.0 3.501
1393 121 4.0 3.8
1393 257 4.0 3.502
1393 5 4.0 3.942
1393 233 4.0 3.71
1393 17 4.0 3.841
1393 236 4.0 3.642
357 17 3.5 3.542
356 255 0.5 3.278
355 389 0.5 4.0
355 705 3.0 3.841
355 148 4.0 2.504
355 378 2.0 2.636
355 434 4.0 4.0
355 428 1.0 2.636
355 480 3.0 2.5
355 429 1.0 2.636
355 10 3.0 3.749
355 452 2.5 2.25
355 1010 3.0 4.0
355 256 4.0 3.467
355 403 1.0 2.636
808 17 3.0 3.791
808 207 3.0 3.583
808 3 2.5 3.537
808 219 3.0 3.682
808 212 3.5 3.762
353 217 4.0 3.7
353 211 1.5 3.861
353 3 3.5 3.805
353 210 1.5 3.529
352 6 3.5 3.765
352 257 2.0 3.388
352 248 2.0 3.764
351 7 4.0 3.665
351 217 3.5 3.738
350 235 3.5 3.398
350 2 2.5 3.593
350 249 3.5 3.591
350 246 4.0 3.719
350 121 4.0 3.806
803 1 4.0 3.389
800 13 3.5 3.803
800 84 2.5 3.826
800 247 2.0 3.671
800 10 1.5 3.754
807 205 3.0 3.529
807 17 4.0 3.554
807 6 3.5 3.736
359 1 3.5 3.475
358 215 3.0 3.5
217 17 4.0 3.779
217 12 3.0 3.528
214 7 3.0 3.631
214 3 3.5 3.593
215 220 2.5 3.145
215 251 2.5 3.609
215 207 3.0 3.584
215 4 3.0 3.842
212 219 3.0 3.423
212 5 4.0 3.615
212 207 1.0 3.448
212 3 3.5 3.372
1085 10 3.0 3.74
1085 6 3.0 3.816
1085 253 3.5 3.668
1085 8 3.5 3.845
211 207 3.0 3.677
762 207 4.0 3.644
762 206 3.5 3.817
762 219 3.5 3.922
955 17 3.5 3.896
955 9 2.0 3.527
955 2 4.0 3.506
955 13 2.5 3.725
760 11 3.0 3.816
760 206 3.5 3.738
760 220 1.0 3.42
760 236 1.5 3.466
760 205 3.0 3.711
761 248 4.0 3.765
761 253 3.0 3.667
761 244 3.0 3.751
761 247 2.5 3.738
761 12 4.0 3.752
761 215 3.0 3.635
761 205 2.5 3.835
766 216 3.5 3.609
218 7 1.5 3.686
218 210 3.5 3.526
218 257 3.5 3.607
218 251 2.0 3.71
1446 253 2.5 3.336
1446 220 2.0 3.294
1446 13 2.0 3.559
1033 1806 3.5 2.7
1078 207 2.0 3.505
1078 253 1.0 3.641
1078 236 2.5 3.463
1078 7 4.0 3.53
1079 907 3.0 3.167
1076 1842 4.0 2.731
1077 235 3.5 3.421
1075 3 3.0 3.615
1075 215 2.5 3.498
1072 3 2.0 3.64
1072 217 2.5 3.671
1073 239 4.0 3.86
1073 206 3.5 3.739
1071 255 4.0 3.651
1071 11 4.0 3.855
1071 253 2.0 3.447
288 207 3.5 3.646
1444 205 1.5 3.749
1444 245 3.5 3.779
1444 241 1.5 3.391
1444 10 2.0 3.611
1444 255 4.0 3.861
1003 253 2.5 3.684
1003 7 3.0 3.607
1003 213 4.0 3.752
1003 243 2.5 3.648
1003 217 2.5 3.659
281 13 1.5 3.775
281 10 1.5 3.808
281 251 2.0 3.791
281 245 3.5 3.817
281 244 3.5 3.727
280 12 1.0 3.611
280 217 1.0 3.627
280 10 2.0 3.725
280 215 3.5 3.331
280 245 2.0 3.642
280 11 3.5 3.788
1483 4 2.5 3.876
1483 206 3.0 3.712
1483 217 2.5 3.739
285 6 4.0 3.747
285 236 3.5 3.735
285 676 3.5 2.5
284 9 4.0 3.291
284 911 4.0 3.609
284 913 3.5 3.609
286 10 3.5 3.558
286 206 4.0 3.805
286 2 3.5 3.619
286 3 3.0 3.617
1095 256 3.0 3.721
1095 11 3.5 3.842
1095 251 3.5 3.78
1096 2 3.5 3.698
1096 236 4.0 3.577
1096 250 4.0 3.807
1096 254 2.5 3.888
1096 84 1.0 3.777
1096 11 4.0 3.817
678 2 3.0 3.564
679 2 3.0 3.562
1092 3 3.0 3.414
1092 7 3.0 3.39
674 213 3.5 3.794
674 2 4.0 3.683
674 217 4.0 3.766
674 241 3.0 3.715
674 207 4.0 3.584
675 207 3.5 3.478
675 10 3.5 3.809
675 249 3.5 3.65
675 4 4.0 3.87
676 7 3.5 3.739
677 215 4.0 3.634
677 214 1.5 3.668
677 7 2.5 3.715
677 1 3.0 3.712
677 5 2.0 3.847
670 211 3.0 3.846
670 1133 2.5 4.0
670 425 3.5 3.521
670 1132 2.5 4.0
670 1 3.5 3.4
670 739 3.5 3.07
670 159 3.0 3.07
670 1183 3.5 4.0
670 640 2.5 3.07
670 755 3.5 3.07
670 927 3.5 3.07
670 1313 3.5 3.07
670 1143 2.5 4.0
670 216 3.5 3.181
670 1146 2.0 3.0
670 1437 3.5 3.07
671 2 3.0 3.749
671 250 3.5 3.804
671 585 3.0 3.488
671 1012 3.5 3.488
671 638 4.0 4.0
672 213 3.5 3.884
672 247 4.0 3.753
672 244 3.5 3.703
673 4 2.0 3.9
673 3 2.5 3.707
673 243 2.5 3.476
673 250 2.0 3.711
673 251 2.5 3.712
673 7 3.0 3.659
673 1 3.0 3.448
673 252 2.0 3.503
263 11 4.0 3.89
263 252 3.5 3.619
263 13 2.5 3.888
263 1 2.5 3.425
262 17 2.0 3.697
262 11 3.0 3.834
262 13 4.0 3.694
261 7 2.5 3.752
265 252 3.0 3.698
265 206 4.0 3.74
265 211 3.0 3.753
265 3 3.5 3.766
265 17 3.0 3.833
265 255 3.5 3.891
264 10 4.0 3.765
1121 250 3.0 3.608
1121 215 3.5 3.345
269 207 2.0 3.553
55 217 3.5 3.788
55 220 3.0 3.477
55 12 3.0 3.719
55 216 4.0 3.581
54 257 3.5 nan
54 11 4.0 nan
56 335 3.5 2.533
56 278 4.0 2.5
56 236 1.5 3.62
51 320 4.0 3.0
51 333 0.5 3.5
50 219 4.0 3.793
50 254 3.0 3.67
50 13 4.0 3.749
50 5 4.0 3.971
50 251 3.5 3.699
50 235 3.0 3.328
53 11 3.5 3.808
53 13 4.0 3.829
53 253 3.0 3.712
53 217 3.5 3.754
53 244 3.0 3.791
53 254 4.0 3.875
1297 213 2.0 3.834
1297 255 3.0 3.729
1297 217 4.0 3.699
1297 5 3.5 3.752
537 235 1.5 3.308
537 7 1.5 3.632
537 236 4.0 3.391
537 210 3.0 3.649
537 254 2.5 3.696
537 84 3.0 3.85
536 10 1.5 3.678
536 245 2.5 3.737
536 246 2.0 3.647
536 248 3.0 3.528
536 243 2.5 3.502
536 216 2.0 3.557
536 17 1.5 3.737
535 213 3.5 3.917
535 243 3.0 3.621
535 245 1.5 3.739
535 207 3.0 3.587
63 345 3.5 3.258
533 529 2.5 2.586
533 356 0.5 2.981
1481 2062 4.0 2.722
530 236 4.0 3.657
530 247 3.5 3.853
530 256 3.0 3.765
1337 213 3.0 3.375
1337 13 4.0 3.853
1337 11 2.5 3.611
1448 250 4.0 3.808
1448 213 3.0 3.891
1448 219 4.0 3.844
1414 213 2.5 3.862
1414 241 2.0 3.611
1414 1 1.5 3.661
1414 255 2.5 3.778
1414 207 2.0 3.475
1414 6 3.5 3.764
1414 244 2.5 3.686
1414 220 2.0 3.361
1415 4 3.5 3.722
1415 234 2.5 3.3
539 234 2.5 3.816
538 215 3.5 3.67
538 244 3.5 3.819
538 246 3.0 3.703
538 213 3.5 3.845
538 219 2.5 3.765
988 220 2.0 3.23
988 6 2.5 3.696
988 217 1.5 3.796
988 10 2.0 3.699
989 241 3.0 3.468
1324 12 4.0 3.639
1324 219 4.0 3.713
1325 12 3.0 3.395
1325 8 3.5 3.716
1325 11 4.0 3.817
982 216 2.5 3.556
982 84 2.5 3.851
982 2 3.5 3.702
983 13 4.0 3.7
980 3 3.0 3.674
981 13 3.0 3.83
981 251 2.5 3.806
981 233 3.0 3.708
981 3 2.5 3.735
981 236 3.5 3.703
986 211 4.0 3.835
987 239 2.5 3.827
987 256 2.0 3.475
987 10 2.5 3.617
987 213 3.0 3.797
987 243 1.5 3.619
987 257 2.5 3.554
984 219 3.5 3.85
984 236 3.5 3.609
984 7 3.0 3.659
984 10 2.0 3.809
984 5 2.5 3.907
984 234 3.5 3.845
984 248 1.5 3.752
985 2 2.0 3.647
985 217 3.5 3.669
985 7 4.0 3.626
115 12 2.0 3.634
114 214 3.0 3.635
114 233 1.0 3.641
114 8 3.5 3.564
114 251 3.0 3.675
117 5 3.5 3.736
116 234 2.5 3.724
111 9 3.0 3.496
111 246 1.5 3.588
111 121 2.5 3.634
111 8 2.5 3.813
111 17 1.5 3.803
111 235 0.5 3.502
111 1 1.0 3.534
111 6 1.5 3.75
111 257 1.5 3.394
110 13 3.0 3.648
771 7 2.5 1.5
119 207 2.0 3.469
118 235 2.5 3.003
770 343 4.0 3.125
770 7 3.0 3.575
770 11 3.5 3.944
1418 536 4.0 2.793
1418 514 4.0 3.5
1418 1198 4.0 3.852
773 207 3.0 2.902
1205 9 3.5 3.346
1419 10 4.0 3.531
772 8 2.5 3.563
772 7 4.0 3.583
429 5 4.0 3.912
429 8 4.0 3.835
429 219 4.0 3.712
429 11 3.0 3.78
429 10 2.5 3.736
428 234 3.5 3.815
428 8 4.0 3.721
428 247 4.0 3.688
428 12 3.0 3.737
428 13 4.0 3.83
1254 241 3.5 3.735
1254 220 0.5 3.364
534 1 4.0 3.602
919 10 1.0 3.527
919 1 2.0 3.357
919 2 2.5 3.561
919 257 0.5 3.27
919 11 1.5 3.736
919 212 3.0 3.391
919 217 1.0 3.557
919 205 1.0 3.612
919 216 2.0 3.352
919 17 1.5 3.307
918 213 3.0 3.826
918 255 3.5 3.87
918 251 3.0 3.817
918 1658 3.5 3.28
918 121 3.0 3.687
918 84 3.0 3.738
918 392 3.5 3.28
918 206 4.0 3.834
1250 245 2.5 3.794
1250 10 3.0 3.736
1250 251 2.0 3.764
1251 3 3.0 3.621
421 220 3.0 3.503
420 217 3.0 3.686
420 241 2.5 3.669
423 4 2.0 3.833
423 5 2.5 3.791
423 10 1.5 3.503
423 216 1.5 3.556
423 11 2.5 3.972
916 1524 3.5 3.125
425 250 2.5 3.67
425 13 3.0 3.613
424 17 4.0 3.67
424 12 4.0 3.594
424 121 4.0 3.712
427 239 3.5 3.833
427 255 3.5 3.807
427 211 4.0 3.736
426 239 2.5 3.626
426 211 3.0 3.825
308 1074 3.5 2.443
308 205 2.0 3.514
308 1099 3.5 3.5
308 1102 2.0 2.443
308 1103 2.0 3.5
308 121 2.5 3.396
308 536 4.0 1.5
308 1115 4.0 2.443
309 9 4.0 3.421
309 11 3.5 3.833
300 1045 3.0 3.5
300 1049 4.0 3.5
300 1063 1.5 2.5
300 1064 3.0 3.5
302 234 0.5 3.637
302 246 2.5 3.65
302 212 3.5 3.729
302 12 2.5 3.751
302 215 4.0 3.525
302 13 3.5 3.73
302 251 4.0 3.791
302 235 4.0 3.402
302 213 3.0 3.816
303 235 3.0 3.184
303 1 3.0 3.475
303 220 1.0 3.125
303 211 1.0 3.781
303 3 1.5 3.474
304 442 1.0 4.0
952 84 4.0 3.421
952 10 3.0 3.535
952 9 3.5 3.414
952 12 0.5 3.63
952 8 4.0 3.56
306 215 2.5 3.614
306 11 3.0 3.824
306 1069 4.0 2.857
895 491 4.0 3.875
824 589 4.0 3.5
824 441 4.0 3.5
1491 207 2.5 3.526
1491 2051 1.5 2.89
1491 1836 1.0 2.89
1491 836 1.5 2.89
1424 244 2.0 3.425
847 220 4.0 3.64
847 219 3.5 3.628
847 1622 4.0 3.061
847 210 2.0 3.582
847 248 3.5 3.608
847 1624 4.0 3.061
847 4 1.0 3.703
847 1195 4.0 3.061
846 11 3.0 3.723
846 243 3.5 3.372
845 842 4.0 4.0
845 1595 4.0 3.401
845 213 4.0 3.878
845 1455 3.5 3.401
845 7 4.0 3.659
845 534 4.0 3.401
845 211 3.5 3.78
845 409 1.5 3.401
845 1600 3.5 3.401
845 207 4.0 3.641
845 1603 4.0 3.401
845 1605 3.5 3.0
845 616 4.0 4.0
845 441 2.0 3.401
845 1607 3.0 3.401
845 900 3.5 3.401
845 1610 1.0 3.401
845 250 4.0 3.791
845 1616 3.0 3.401
844 219 3.5 3.687
844 246 2.5 3.686
843 7 2.0 3.452
842 1 4.0 3.615
842 5 4.0 3.883
842 246 4.0 3.7
842 11 3.5 3.825
842 845 4.0 2.844
842 658 3.5 2.844
842 451 4.0 2.844
842 239 3.5 3.713
842 84 3.5 3.748
842 1593 3.5 2.844
841 236 3.0 3.536
841 4 4.0 3.868
841 1566 4.0 3.25
840 9 4.0 3.549
840 3 4.0 3.794
1426 219 1.0 3.196
1426 216 2.5 3.45
849 7 2.5 3.045
849 1173 3.5 3.188
849 5 2.5 3.248
849 397 3.0 2.829
849 847 3.5 3.368
849 1634 3.0 3.188
820 7 3.5 3.585
1333 1985 3.5 2.771
1333 1740 3.0 2.771
1333 1987 1.5 2.771
1333 1732 3.0 2.771
1333 220 1.5 3.399
1333 1993 2.0 2.771
1333 1995 2.0 2.771
1333 1999 3.0 2.771
1333 2004 2.5 2.771
1333 514 3.0 2.771
1333 638 3.0 4.0
1333 1368 4.0 2.771
1333 1873 4.0 2.771
1333 554 2.5 2.771
1333 2020 2.5 2.771
1333 103 3.0 2.771
1333 763 0.5 2.771
1333 2023 2.5 2.771
1333 13 2.0 3.767
1503 2 3.5 3.796
1503 205 3.5 3.59
1416 17 4.0 3.723
1416 247 4.0 3.739
1416 210 3.0 3.625
1416 236 2.5 3.501
1416 7 2.5 3.711
1416 11 4.0 3.817
1209 214 3.0 3.585
1209 253 3.0 3.712
1417 1225 4.0 3.333
1249 255 3.5 3.862
1249 1966 1.0 2.624
1249 121 3.5 3.653
1249 1572 3.5 2.624
1249 125 0.5 2.624
1249 244 3.0 3.651
1249 1968 2.5 2.624
1283 245 2.0 3.844
1283 241 2.5 3.586
1127 7 2.5 3.681
1159 250 4.0 3.791
1159 236 3.5 3.538
1159 255 2.0 3.819
1159 4 3.0 3.871
1159 541 1.5 2.981
1159 1271 0.5 2.981
1159 253 2.5 3.713
1391 11 3.0 3.933
1208 1010 3.5 4.0
1208 1639 3.0 2.9
1208 236 2.5 2.712
1282 17 3.5 3.806
1039 129 2.5 4.0
1039 59 4.0 3.397
1039 99 1.0 3.0
1039 1829 1.5 2.698
1039 62 2.0 4.0
1039 845 3.0 3.5
1039 512 3.0 3.296
1039 1318 1.5 2.698
568 1280 3.5 3.5
568 220 3.5 3.216
569 239 3.0 3.724
750 219 0.5 3.277
750 253 0.5 2.896
750 11 0.5 3.475
750 251 0.5 2.919
757 249 3.0 3.586
757 207 4.0 3.614
757 10 4.0 3.739
757 235 3.5 3.191
757 216 3.0 3.584
737 210 2.5 3.277
737 241 4.0 3.421
737 12 3.0 3.377
754 234 4.0 3.506
560 253 3.5 3.694
561 212 3.0 3.739
561 207 3.0 3.642
561 11 3.0 3.825
561 253 3.5 3.686
562 781 4.0 2.109
562 251 2.0 3.604
562 9 1.5 3.424
562 242 3.0 3.0
758 257 3.0 3.151
564 11 4.0 4.0
566 255 2.5 3.89
566 121 2.0 3.635
566 3 2.0 3.641
566 2 2.5 3.699
566 214 3.0 3.612
566 207 2.0 3.642
566 251 2.5 3.74
566 235 2.0 3.347
566 5 2.5 3.876
567 1 4.0 3.47
567 7 4.0 3.624
567 241 3.0 3.675
567 205 3.0 3.561
739 410 3.5 3.083
739 2 3.0 3.293
739 1034 3.0 2.112
739 12 2.5 2.697
739 270 3.0 2.913
739 480 3.0 2.7
228 425 3.5 3.115
228 11 3.5 3.797
227 8 4.0 3.783
227 234 4.0 3.877
227 916 3.5 3.585
227 249 4.0 3.615
225 7 3.0 3.685
225 250 4.0 3.869
225 1 2.5 3.67
225 215 4.0 3.682
225 254 3.5 3.712
225 211 3.5 3.89
224 215 3.5 3.578
224 257 3.5 3.502
223 233 3.5 3.687
223 206 1.0 3.817
223 17 3.5 3.59
1030 2 3.5 3.607
221 915 4.0 nan
1024 9 3.0 3.468
1024 12 3.0 3.677
1024 250 4.0 3.804
1024 253 2.0 3.556
1024 206 2.0 3.764
1027 213 4.0 3.658
1027 3 3.0 3.47
1027 255 3.5 3.681
1027 215 3.0 3.504
1188 5 3.5 3.907
1188 10 2.0 3.699
1188 84 3.5 3.85
1022 9 3.5 3.618
1186 8 3.5 3.503
1036 10 3.0 3.687
1184 246 2.0 3.528
1184 7 3.0 3.63
1184 17 2.0 3.792
1182 13 4.0 3.618
88 215 3.0 3.631
1180 236 3.5 3.484
726 7 4.0 3.84
726 245 4.0 3.894
726 207 3.5 3.647
726 2 4.0 3.735
726 254 3.5 3.7
726 250 3.5 3.794
727 235 3.0 3.396
727 11 3.5 3.947
724 253 3.5 3.701
724 10 4.0 3.794
724 246 4.0 3.72
724 236 4.0 3.61
724 207 3.5 3.482
1480 10 4.0 3.753
1480 247 3.0 3.709
1480 3 2.0 3.648
1480 235 1.0 3.32
1034 13 2.5 3.685
1034 1808 3.0 3.232
1034 1415 1.0 4.0
1034 1253 3.0 3.232
1034 8 3.5 3.831
1034 251 3.5 3.866
1034 206 4.0 3.818
1034 1103 4.0 3.5
1034 247 2.5 3.656
1034 1114 4.0 4.0
1167 250 3.0 3.35
1167 6 4.0 3.716
1167 207 2.0 3.306
728 532 3.5 3.278
729 205 2.0 3.634
729 84 1.5 3.751
729 249 1.5 3.503
729 216 2.0 3.477
1164 5 2.5 3.862
1164 215 3.0 3.356
1164 211 4.0 3.532
150 3 3.5 3.566
150 10 2.5 3.697
150 13 3.0 3.708
152 250 4.0 3.678
155 4 2.5 3.583
155 248 1.5 3.659
155 210 1.0 3.525
155 252 1.0 3.684
155 5 2.0 3.883
154 12 2.5 3.135
154 9 4.0 3.278
603 241 3.0 3.6
603 13 4.0 3.793
156 246 4.0 3.688
156 6 1.5 3.737
156 207 2.0 3.763
156 257 2.0 3.45
156 205 2.5 3.791
156 210 3.5 3.658
156 233 1.0 3.649
159 8 3.5 3.762
159 239 2.0 3.532
1207 11 4.0 3.876
1207 12 2.0 3.617
1207 8 3.0 3.634
1206 11 3.5 3.75
609 207 1.5 3.676
608 241 2.0 3.447
608 247 3.5 3.591
608 235 3.0 3.205
1203 215 4.0 3.345
1203 10 4.0 3.591
1202 236 3.5 3.644
1248 2 3.5 3.374
