tagID	tagValue
6276	american idol 9
6277	female duo
6278	weird lyrics
6279	lyrics without any sense
6280	stupid lyrics
6281	girly pop
6282	manhattan socialite
6283	not the best singer
6284	french indie
6285	glam pop
6286	love flowes on the grave
6287	banda eva
6288	lindas
6289	darin
6290	lindas e poderosas
6291	studying
6292	life
6293	high
6294	sleeping
6295	sleep
6296	lsu
6297	pump up
6298	new orleans jazz fest
6299	neil young
6300	sexsongs
6301	music to get high to
6304	my favorite
6309	best indie ever
6310	funky beats
6311	us metal
6312	great intro
6313	great riff
6314	guitar god
6315	adrian smith is god
6316	great solo
6317	italian metal
6318	canadian metal
6319	super bass
6320	american metal
6321	uk metal
6322	great b-sides
6323	best of the beast
6324	traditional metal
6325	belgian metal
6326	us power metal
6327	chipcore
6328	picopico
6329	vocaloid
6330	shranz
6331	hardbase
6332	hardtek ebm synthpop
6333	chitune
6334	vocoder
6335	thieves
6336	hard house
6337	montreal local
6338	lesser known yet streamable
6339	montreal electro
6340	lily allen
6341	turkic
6342	central asian
6343	turk
6344	kyrgyz
6345	central asia
6346	kyrgyz pop
6347	kyrgyzstan
6348	kazakh
6349	kazakhstan
6350	kazakh pop
6351	uzbek
6352	world pop
6353	uzbekistan
6354	uzbek pop
6355	turkic world
6356	native american
6357	turkish pop
6358	kazakistan
6359	etno-pop
6360	flute
6361	native american flute
6362	ethnic pop
6363	turkce
6364	etno
6365	turk dunyasi
6366	mocne
6367	song that makes me cry
6368	i hate you
6369	cold wave
6370	go go go go go go go go gadget flow
6371	tron legacy ost
6372	expeirence group
6373	hip-hop and pop
6374	happy happy birthday to me
6375	impressionism
6376	old england
6377	dark prog
6378	acid folk
6379	traditional irish
6380	japanese folk
6381	arabic metal
6382	flauta
6383	classical guitar
6384	sunshine pop
6385	60s rock
6386	the movie
6387	1977
6388	tour 77
6389	bonus track
6390	arrival
6391	1976
6392	1974
6393	waterloo
6394	voulez vous
6395	the visitors
6396	abba - album
6397	1975
6398	the album
6399	gold - greatest hits
6400	18 hits
6401	spanish version
6402	abba - live
6403	tour 79
6404	the girl with the golden hair
6405	wembley
6406	swedish version
6407	ring ring
6408	in concert
6409	german version
6410	french version
6411	darvin
6412	mcfly
6413	lifehouse
6414	diana agron
6415	quinn fabray
6416	alice in wonderland
6417	quinn
6418	jessica sutta
6419	quinns2
6420	grey's anatomy
6421	skins season 3
6422	misfits opening
6423	misfits
6424	oth
6425	hard-core melodico
6426	screamocore
6427	feel good music
6428	experimental night pop
6429	dream wave
6430	experimental pop
6431	cafe music
6432	epic cover
6433	spoken words
6434	sloveniain
6435	nu disco
6436	you me and a field
6437	indie jazz
6438	way too fucking lo- fi
6439	my boobs can tell when its gonna rain
6440	colombian
6441	music for making pancakes
6443	rock gospel
6444	coisa de deus
6445	post modern
6446	listen with headphones
6447	21st century
6448	art music
6449	contemporary chamber music
6450	handclaps
6452	wall of sound
6454	daft punk
6465	classic soul
6466	rhcp
6467	love ballad
6468	best of rem
6469	superlove
6470	favourte tracks ever
6471	coolest guys
6472	what a masterpiece
6473	my rhcp favourite song
6474	post-black metal
6475	medieval metal
6476	drone metal
6477	experi
6478	psydub
6479	goede minimal
6480	zen
6481	ikebana
6482	skins soundtrack
6483	complete sentences
6484	colorado
6485	fashionably punctuated band
6486	the fact that this is the name of a band makes me want to check their music out even though i do not care much for indie pop
6487	extraordinary band names
6488	just some guy
6489	one of my favorite songs that i always forget about
6490	kevin devine
6491	denver
6492	makes me trigger happy with the love button
6493	colorado springs
6494	jesse lacey
6495	modest mouse
6496	greys anatomy
6497	sin city
6498	scenester rap
6499	as if a creepy bug was singing beautiful songs to you on your daily walk
6500	music to chase squirrels by
6501	play just some guy radio just some guy
6502	daytrotter
6503	day
6504	songs of love and madness
6505	songs that mention other bands or artists
6506	skins ost
6507	flcl
6508	dreamhouse
6509	slutcore
6510	power ballads
6512	easy
6515	new brazilian artist
6516	krutt
6517	faroese
6518	classical rock
6519	pure rock sound
6520	persian rock
6526	rac
6529	american rock
6538	tag
6540	real screamo
6541	sludge doom
6542	real emo
6543	metallic hardcore
6544	deathwish
6545	skram
6546	nyc
6547	ewoks
6548	beard
6549	ukhc
6550	nublado
6551	prr
6552	modern hardcore
6553	modern screamo
6554	atmospheric sludge
6555	berlin school
6556	hawaiian
6557	remixed
6558	polinesia
6559	mongolian
6560	folkloric
6561	multicultural
6562	multikulti
6563	west african
6564	jazz piano
6565	west africa
6566	flutes
6567	world folk
6568	mali
6569	musica andina
6570	jazz africa
6571	multiculti
6572	djembe
6573	sufi
6574	afrocuban
6575	andina
6576	saxophone
6577	syncretic
6578	jazz pianist
6579	jazz sax
6580	percussive
6581	south african
6582	afro-cuban
6583	panpipes
6584	underground hip hop
6585	nigga music
6586	hip hop instrumental
6587	tweak ass shit when you are high
6588	indie gangsta rap
6589	compositions
6590	ignorant but catchy rap
6591	seen live twice
6592	totally underlistened to
6593	really shallow pop
6594	music totally dedicated to christ
6595	a mix of indie and hip hop
6596	niggas that rock
6597	crazy nice beats
6598	awesome dance shit
6599	one of the best albums of 2006
6600	music to-well you know
6601	techno muse
6602	this guys voice is amazingly high
6603	emooooooooooo
6604	jang geun suk
6605	kdorama ost
6606	metal experimental
6607	neo-progressive metal
6608	metal fusion
6609	charango virtuoso
6610	atmospheric doom metal
6611	like dream theater
6612	rock progressive
6613	acoustic cover
6614	technical doom metal
6615	neo grunge
6616	progresivo
6617	progressive folk metal
6618	gaita music
6619	blond
6620	quitter
6621	good girls aloud track
6622	baranyiz loves it
6623	club classics
6624	rolling stones top 500
6625	christmas favourites
6626	late night love
6627	90s fun
6628	barkbarkdisco
6629	bark
6630	jeffrey lewis
6631	jonathan richman
6632	post greatcore
6633	adam green
6634	so lo-fi
6635	juno
6636	modern lovers
6637	bedroom pop
6638	vaselines
6639	concretes
6640	solofi
6641	emade
6642	carnaval
6643	sambas de enredo
6644	british blues
6645	new country
6646	drinking
6647	stand-up comedy
6648	makes me want to die in the good way
6649	emerging church
6650	garage pop
6651	math pop
6652	falco
6653	potf
6654	simple minds
6655	def leppard
6656	sylver
6657	blank and jones
6658	depeche mode dm
6659	ultravox
6660	skid row
6661	psb
6662	eddie money
6663	alpghaville
6664	winger
6665	dd
6666	human league
6667	hellogoodbye
6668	tarot
6669	royal gigolos
6670	bomfunk mcs
6671	reo speedwagon
6672	guns and roses
6673	men at work
6674	whitesnake
6675	steve winwood
6676	lasgo
6677	fyc
6678	cello
6679	laura branigan
6680	tarzan boy
6681	starship
6682	bill idol
6683	ian van dahl
6684	johnny hates jazz
6685	punk is not dead
6686	horrible
6687	girly-electro
6688	monkeyrock
6689	goodness
6690	newman-esque
6691	dance electro alternative
6692	frantic ska
6693	moonviolence
6694	indiegoodness
6695	cyber grunge
6696	mdge
6697	eeee
6698	madoge16
6699	madonnitaaaa
6700	lo mejor
6701	epically romantic
6702	wedding dance party
6703	good christian rap
6704	instrumental alternative
6705	black spiritual
6706	wedding songs
6707	train sounds
6708	clapping
6709	vaudeville
6710	miracles
6711	pro israel
6712	stick it to the man
6713	i love you
6714	sub pop
6715	punk funk
6716	i wanna love you forever - jessica simpson
6717	guitarist
6718	pissed off musician
6719	nevermind
6720	in my life
6721	michelle
6722	here comes the sun
6723	blackbird
6724	title and registration
6725	a
6726	christofer drew
6727	dumb and dumber
6728	house md
6729	the shield
6730	battlestar galactica
6731	kill bill
6732	back to the future
6733	full metal jacket
6734	american beauty
6735	good morning vietnam
6736	lost in translation
6737	the cable guy
6738	dexter
6739	tarantino
6740	how i met your mother
6741	final fantasy
6742	groland
6743	csi
6744	the ark
6745	jack black
6746	the singles collection
6747	girls are sexy
6748	i love girls
6749	my girls
6750	express yourself
6751	madonna copy
6752	desnudate
6753	get naked
6754	inflated egos
6755	boys suck
6756	emotional pop
6757	celebration
6758	for my best friend
6759	paradise kiss
6760	air gear
6761	soad
6762	naruto
6763	prejebeno
6764	thrash till death
6765	just could not get any better
6766	metal woman fronted
6767	jao bejbe
6768	bolno
6769	progressive rock -metal-
6770	who is goth lol
6771	could get any better
6772	fuckin covers
6773	industrial black metal
6774	zadarski velikani :p
6775	jebeno
6776	black gay
6777	fear factory
6778	death-black metal
6779	sinth
6780	victoriandustrial
6781	violindustrial
6782	metal woman froned
6783	fear factory cover
6784	istinito
6785	the beyonce experience live audio
6786	patd
6787	ryan
6788	jon
6789	new song
6790	brendon
6791	spencer
6792	pretty odd
6793	we are so starving
6794	cities
6795	colors
6796	transport
6797	girls names
6798	numbers
6799	musical genres
6800	baggy
6801	cops
6802	originals
6803	countries
6804	days
6805	scifi
6806	bittersweet pop
6807	boys names
6808	cars
6809	famous persons
6810	food
6811	questions
6812	2 meter sessies
6813	time
6814	the best british album
6815	blue songs
6816	geography
6817	violence
6818	cuba
6819	weather
6820	postcore
6821	fastcore
6822	power violence
6823	moshable death metal
6824	electric blues
6825	classic blues
6826	country blues
6827	boogie
6828	blues n boogie
6829	modern blues
6830	jam bands
6831	gutar
6832	eclectric blues
6833	blues guitar
6834	early rocknroll
6835	futuristic
6836	mainstream artists that actually experiment with different genres and succeed
6837	a decade of hits
6838	futuretina
6839	multiplatinum
6840	neoprogressive
6841	femme
6842	neoprog
6843	nice elevator music
6844	female-fronted
6845	gotanygoodmusic
6846	girl singer
6847	angelic voices
6848	female alternative
6849	spacerock
6850	ambient pop
6851	heavenly voices
6852	fav track of a band
6853	hey song youre so fucking cute
6854	vocalists i love
6855	love love love
6856	root blues
6857	steve stevens
6858	billy idol
6859	pat benatar
6860	john foxx
6861	asia
6862	dave stewart
6863	cathedral oceans
6864	alphaville
6865	ragtime
6866	1900s
6867	kim wilde
6868	dance electronic 80s
6869	scott joplin
6870	bozzio levin stevens
6871	tears for fears
6872	dream academy
6873	syntpop
6874	ladytron
6875	italo
6876	ministry
6877	shut it down
6878	jay sean
6879	victor coy
6880	microsoft
6881	bill gates
6882	legacy
6883	portal
6884	beyond
6885	song of the decade
6886	song of 2010
6893	got it on 8 track
6894	houston
6895	kick ass drummer
6896	jana hunter
6897	indian jewelry related project
6898	swans related project
6899	unexpected sweetaddy cover song
6900	title is a full sentence
6901	nancy sings
6902	8 track party tape
6903	houston to baltimore
6904	got the highlights 8 track
6905	i own this on vinyl
6906	got the quad 8 track
6907	houston psychedelic rock
6908	the greatest film-maker alive
6909	wesley-core
6910	real country
6911	bosnian folk music
6912	interview
6913	poetry reading
6914	cover tune
6915	the last of the great early experimental current 93 albums
6916	old school punk
6917	bliss blood
6918	todd rundgren cover
6919	shearwater related
6920	lisa germano
6921	one of the first albums i ever bought
6922	top ten of all time
6924	midwest
6925	diy
6926	skramz
6927	passionate hardcore
6928	aussie
6930	fockin cool
6931	i fucking love this vocal
6932	bossa no
6933	neo-classic
6934	favourite bands
6935	demais
6936	prog rock
6937	mars volta
6938	a blues prog rampage
6939	far better than the original
6940	fanfuckingtastic
6941	incoherent
6942	dissonance
6943	psych pop
6944	jerry cantrell
6945	swinguera
6946	bubblegum pop
6947	60s revival
6948	queercore
6949	gay pop
6950	50s revival
6951	77punk
6952	joey levine
6953	birp
6954	german-indie
6955	horror rock
6956	the best songs of the world
6957	sweet electronic
6958	iceland
6959	vocal femenino
6960	jovem
6961	brasil gospel
6962	nacional
6963	brazillian rock
6964	40 dias
6965	baruk
6966	fireflight
6967	recordist
6968	christian chick rock
6969	christian women
6970	danc
6971	latina
6972	musica
6973	espanhol
6974	ingles
6975	cantora
6976	i love this song
6978	oc remix
6979	concept album
6980	underground rap
6981	deutschrock
6982	rock mexicano
6983	latin ska punk
6984	john peel
6985	ritual ambient
6986	red hot chili peppers
6987	acoustic twee
6988	al green
6989	stevie wonder
6990	hymn
6991	rasta
6992	grand funk railroad
6993	the ascent of stan
6994	dont cry for me argentina
6995	haligh
6996	bate cabelo
6997	hidden gem
6998	one of their best
6999	wicked
7000	personal
7001	terribly beautiful
7002	5-star
7003	good memories
7004	b side
7005	5 stars
7006	loved at first listen
7007	should be played loudly
7008	powerfull
7009	strong lyrics
7010	the best of metallica
7011	harmony
7012	precision musicianship
7013	dreamlike
7014	personal favourites
7015	powerful lyrics
7016	classic blackmore
7017	personal meaning
7018	fucking brilliant
7019	hard as hell
7020	hande
7021	yener
7022	apayri
7023	albm
7024	kibir
7030	perfect lover
7031	why should i be sad
7032	amor meu
7033	best band in the fucking world
7034	leader
7035	civil rights movement
7036	funk-jazz
7037	neo-americana
7038	modal
7039	cutting edge
7040	contemporary jazz
7041	big band
7042	hard bop
7043	post bop
7044	organ trio
7045	electrorock
7046	jazz instrumental
7047	iraqi
7048	iraq
7049	latin jazz
7050	instrumental jazz
7051	arabic hip hop
7052	political hiphop
7053	arab rap
7054	basra
7055	sax
7056	tenor sax
7057	bk jackson
7058	julie london
7059	amr diab
7060	favs
7061	arabic pop
7062	lebanon
7063	marriage
7064	kathem
7065	aktari
7066	kadim
7067	nazzar al qibani
7069	carlos
7070	ex-love
7071	dulce maria
7072	american pop
7073	spanish e dance
7074	latin teen pop
7075	belinda
7076	universal music
7077	akon
7078	madge
7079	casi angeles
7080	teenpop
7081	undie rock
7082	swedishh
7083	rorck
7084	alternative e other
7085	indie rock e alternative
7086	dance party
7087	vampire weekend
7088	need to see live
7089	inspiration
7090	fantastic lyrics
7091	ongaku
7092	translation practice
7093	anime ost
7094	tchaikovsky
7095	demolition is my mcr favorite song
7096	its beauty n deep and sad
7097	great geass ed xd
7098	makes me cum
7099	terminator
7100	music for winter nights
7101	cock rock
7102	bergamo
7103	loved tracks
7104	omg this is so good
7105	god damn long names
7106	roque do demonho colorido
7107	hardcore do mato
7108	friendship
7109	aliens
7110	funny :d
7111	title is so true
7112	nfsu
7113	relaxing music
7114	classic jazz
7115	diana krall
7116	german synthpop
7117	reaggea
7118	roots reagge
7119	chimezia
7120	rootsreggae
7121	reggea
7122	back them x
7123	roots ragga
7124	femme fronted metal
7125	christian rock-pop
7126	nederlands
7127	birmingham
7128	charmed soundtrack
7129	nice female vocal
7130	rap-rock
7131	contemporary christian
7132	modern worship
7133	tranquill
7134	really talented female artist who doesnt rely on her sexuality to gain success
7135	all-female music group
7136	merge it already
7137	censors are lame
7138	floptastic
7139	really talented female artists who dont rely on their sexuality to gain success
7140	utada hikaru
7141	tana loves her so much she would eat her up alive
7142	trash
7143	flop diva
7144	wannabe singer
7145	fake hair
7146	deep ass voice
7147	czech
7148	so crappy i could die
7149	come my way
7150	penis
7151	made of so much win it hurts
7152	watermelon-watermelon-watermelon
7153	disuko
7154	in my fantasies i love you long time
7155	close your eyes and imagine
7156	optimistic view while experiencing pessimism
7157	makes my soul tremble
7158	rose
7159	swan
7160	words are useless
7161	sublime mix of feelings
7162	ahoy pirates have arrived
7178	vocal house
7179	electro-indie
7180	stockholm
7181	gotic
7182	tribal music
7183	great voices
7184	britsh
7185	bitpop
7186	jazz female vocalists
7187	ambient cello rock
7188	approfondire
7189	best unknown bands tracks to be observed
7190	orgasmo
7191	best songs of music i already own
7192	riascoltare
7193	blog
7194	olimpo dei migliori
7195	bunglish
7196	intense sadness
7197	things you should be ashamed of
7198	so-so
7199	semimerda
7200	best bass tracks
7201	songs to have sex to
7202	perfect music for sleeping
7203	zornish
7204	far ridere i polli
7205	rispolverare dal dimenticatoio
7206	good for sleeping
7207	horror soundtrack
7208	to download
7209	best drums tracks
7210	weird al originals
7211	laziness
7212	high grade media
7213	atlanta
7214	intelligent techno
7215	liquid apparatus
7216	citizengreen
7217	flexor81
7218	phylum sinter
7219	korg ds-10
7220	bitcrush
7221	mike cadoo
7222	tay0
7223	earstroke
7224	improvisational
7225	cevin key
7226	phil western
7227	the most music
7228	threv
7229	tricil
7230	peachtree industrial
7231	nophi
7232	sunmoon
7233	randomform
7234	best music
7235	daniel bedingfield
7236	tektonik
7237	indie-funkrock
7238	meat loaf
7239	teena marie
7240	westlife
7241	air supply
7242	meat loaf will fully smash you
7243	lyrical brilliance
7244	lisa stansfield
7245	cover version
7246	az yet
7247	flasdance
7249	western
7250	china
7251	group
7252	berep shows the love
7253	check
7254	mistagged artist
7255	mistagged track
7256	berep guest dj closedmouth 239645
7257	instrumental music that makes you feel-group tag radio
7258	i am a party girl here is my soundtrack
7259	berep guest dj closedmouth jfr
7260	heard on 30 jul 06 downtempo sampler radio
7261	gladys the tag
7262	out of order
7263	downtempo group favourites
7264	mooog sings
7265	downtempo custom
7266	boredoms-related
7267	9100
7268	8555
7269	yoshimi
7270	technical progressive death metal
7271	not math rock
7272	improvisation
7273	mistagged album
7274	8500
7275	bad stream
7276	9111
7277	9000
7278	wicked beat
7279	4700
7280	8888
7281	7100
7282	10101
7283	7800
7284	7500
7285	8600
7286	prog metal
7287	progressive melodic death metal
7288	gothenburg
7289	dunno
7290	insane keyboard player
7291	finnish death metal
7292	insane guitar player
7293	symphonic heavy metal
7294	prog heavy metal
7295	sturgiscore
7296	hardcore br00tal
7297	burns
7298	instrumental metal
7299	mindblowing
7300	sex for my ears
7301	sludge rock
7302	i had to change my pants after this song
7303	rnb remix
7304	angel
7305	perfectshotstv
7306	sxymodel
7307	thickgirl
7308	thickmodel
7309	sexyredbones
7310	sxyyellowbone
7312	cyber-core
7313	space music
7314	blyaaaaaaaaa ya ebal
7315	anal vocals
7316	anal destruction
7317	atheistic
7318	russian indie
7319	anti-church
7320	russian pop cover
7321	apocalypse
7322	new wave of swedish melodic death metal
7323	cyber-indie
7324	highest note of matthew bellamy
7325	psyshit
7326	chaikovsky
7327	gypsy punk
7328	dinking songs
7329	good cover
7330	muslum gurses
7331	agir abi
7332	pit10
7333	quran
7334	ottoman
7335	qari
7336	rahmanin bulbulleri
7337	kuran-i kerim
7338	tilavet
7339	islamic
7340	coran
7341	kari
7342	hatim
7343	egypt
7344	hafiz
7345	yasin suresi
7346	turkish classical
7347	kehf suresi
7348	le saint coran
7349	kelamullah
7350	holy quran
7351	saudi arabia
7352	dream trance
7353	morocco
7354	ilahi
7355	zikirli
7356	dhikr
7357	dhikirs
7358	zikirli ilahi
7359	hafez
7360	nebe suresi
7361	duha suresi
7362	albums i need
7363	albums i have
7364	love this girl
7365	autotuned
7366	assmo
7367	no homo
7368	grad school
7369	pennsylvania
7370	ex vaseline
7371	ex raychaelray
7372	cock n roll
7373	pro-negativity
7374	anti-positivity
7375	post-shit
7376	douche music
7377	dinky
7378	bros gone wild
7379	brodacious
7380	bro code
7381	bro-talk
7382	bromance
7383	ay ya ya
7384	piriguete
7385	best music of 2011
7386	pedro castro
7387	luxuria
7388	fun fun fun
7389	anette olzon
7390	the rasmus
7391	diablo
7392	outta my outta my head
7393	sharon
7394	keith caputo
7395	best album of 2011
7396	old school industrial
7397	marinha grande
7398	agrometal
7399	pimba
7400	fado
7401	german hip-hop
7406	drug
7408	lunic
7409	kaitee page
7410	sellaband
7411	tori amos
7412	song
7413	alanis morissette
7414	flyleaf
7415	metric
7416	apocalyptica
7417	pj harvey
7418	megan berson
7419	arcade fire
7420	company of thieves
7421	uh huh her
7422	vanderbilt
7423	ra ra riot
7424	acme studios
7425	yeah yeah yeahs
7426	versaemerge
7427	shannon wright
7428	kate bush
7429	dresden dolls
7430	bat for lashes
7431	the airborne toxic event
7432	blondie
7433	high energy
7434	blood red shoes
7435	lunik
7436	lovethief
7437	especial
7438	latin american
7439	the srokes
7440	strokes rule my life
7441	discoverockult
7442	getting over
7443	linger
7444	thought
7445	number one
7446	breakup
7447	crush on a friend
7448	what you do
7449	crush
7450	soulmate
7451	divorce
7452	finding your way
7453	pierre bouvier
7454	pete wentz
7455	uptempo
7456	uk pop
7457	uk indie
7458	pop indie
7459	macy gray
7460	cold play
7461	grupo
7462	sean paul
7463	cristina aguilera
7464	brithney spears
7465	cool jazz
7466	wes anderson
7467	instrumental funk
7468	danny check out
7469	tom sharpling
7470	earlie indie
7474	guitar blues
7475	bluesrock
7476	blues guitar women
7477	haterscanstfu
7478	fo real
7479	he gon find you
7480	hide ya kids hide ya wife
7481	climbin up yo windows
7482	friday
7483	fun fun fun fun
7484	robot unicorn attack
7485	free music worth paying for
7486	fun music
7487	soundtracks
7488	electro-dub experimentale
7489	neotraditional country
7490	anointed
7491	hated but rated
7492	tradtional country
7493	cheesy pop
7494	i like it but i dont know why
7495	hardcore country
7496	quality
7497	shockingly good
7498	best artist ever
7499	western swing
7500	good time music
7501	country to the core
7502	new-traditional country
7503	grand ole opry performer
7504	the word of god
7505	new traditional country
7506	genuine country
7507	foot tapping
7508	filth
7509	tease
7510	calippo
7511	90s childhood nostalgia
7512	rocking
7513	great rock-out song
7514	guilty tone deaf pleasure
7515	christian alternative rock
7516	dream-pop
7517	brit-pop
7518	space-rock
7519	math-rock
7520	noise-pop
7521	experemental
7522	castrato
7523	floor
7524	toes
7525	across
7526	jetpack music
7527	catwalk
7528	refreshing
7529	praise
7530	favorite male vocalist
7531	die aerzte
7532	die beste band der welt
7533	frenchcore
7534	billy talent
7535	straight line stitch
7536	him
7537	the dream
7538	in fear and faith
7539	female fronted band
7540	wi
7541	withered illusions
7542	acoustic session
7543	the lady is not for turning
7544	mingle rap
7545	post-grudge punk
7546	country-folk
7547	alternative indie
7548	unorthodox pop
7549	j rock
7550	oshare kei :
7551	visualkei
7552	visual kei n-n
7553	rock indie
7554	j rock plastic tree
7555	eletro
7556	rock japanese
7557	jrock kawaiii
7558	jpn
7559	j rock indie
7560	gt
7561	gothic japanese
7562	sww
7563	sdsd
7564	j rockock
7565	c-rock
7566	kih
7567	an cafe
7568	kj
7569	tdf
7570	ienfe
7571	j  rock
7572	fg
7573	love roger
7574	j-classic
7575	lindoo
7576	efuckkkkk
7577	dw
7578	iceland bjork
7579	ojsh
7580	fv
7582	incubus
7583	placebo feat david bowie
7584	jean- michele jarre
7585	jean-michele jarre
7586	bronski beat
7587	frauen und technik
7588	ladytronica
7589	relaxing muscles
7590	tangerine dream
7591	im morgengrauen alleine u-bahn fahren
7592	best croatian pop-rock band
7593	soul-pop
7594	d'n'b
7595	wide horizon
7596	inflight music
7597	peaceful ambient
7598	limehyperambient
7599	outer dimensions
7600	ambiofusion
7601	light ambient
7602	futureradio
7603	future structures
7604	sonicwire
7605	ambiolectronic
7606	subsonic harmonence
7607	deep electronic
7608	neoambient
7609	mind music
7610	eyes wide open
7612	catalan
7613	euskera
7614	orchestral metal
7615	metal opera
7616	cape verde
7617	pink floyd tribute
7618	nikki sixx
7619	hair and glam metal
7620	hair band
7621	saint of los angeles
7622	80s forever
7623	my gods
7624	80s rulez
7625	vince neil
7626	mick mars
7627	tommy lee
7628	motley
7629	too fast for love
7630	altar of the metal gods
7631	o-baby
7632	lovely hair metal
7633	vinnie vincent invasion
7634	nikki  post crue
7635	tracii guns
7636	hell
7637	true female rock
7638	post-thrash metal
7639	pokecore
7640	top christian
7641	diego 12
7642	jesus 12
7643	diego
7644	adoracao
7645	diego12
7646	cristian rock
7647	dieo 12
7648	perfecttt
7649	awesome voice
7650	rockstar
7651	lullabies
7652	rock e rock psicodlico
7653	rock psicodlico
7654	glorious tracks
7655	best mixes
7656	electronic junk punk
7657	mute records
7658	omgwtf
7659	exhilarating
7660	calming
7661	skate punk
7662	travis barker
7663	satine rock
7664	groundation
7665	the classic crime
7666	emo-metalcore
7667	matisyahu
7668	bullet for my valentine
7669	vogue cardiff
7670	kiss me baby
7671	mariage blanc
7672	pittsburgh
7673	delicious pastries
7674	olivia tremor control
7675	minneapolis
7676	snack music
7677	sleeping in the aviary
7678	beach boys
7679	new shouts
7680	oranger
7681	teenage beach sounds
7682	ringpop
7683	herman's hermits
7684	alex chilton
7685	satin gum
7686	the troggs
7687	harry nilsson
7688	elliott kozel
7689	fundip
7690	apples in stereo
7691	arm salad
7692	the gerbils
7693	big star
7694	meeting of important people
7695	sparklehorse
7696	ronettes
7697	urban winter
7698	donovan
7699	lateduster
7700	cepia
7701	space lasers
7702	philip glass
7703	fat kid wednesdays
7704	public pool
7705	marian
7706	walker art museum
7707	tarlton
7708	out for blood
7709	jt bates
7710	poor line condition
7711	huntley miller
7712	wimpy disco noodles
7713	moses
7714	brett bullion
7715	urban winter folk
7716	danceee
7717	brazilian electro
7718	eletrorock
7719	skyyyyyyyyyyyyy
7720	walter meego
7721	rycassssss
7722	baladinha de final de tarde
7723	dick man
7724	ricaaa
7725	deep cuts
7726	do0paunocu
7727	belissima
7728	loucuraaa
7729	artmaker
7730	traveca
7731	fucking perfect
7732	best of year
7733	really queen
7734	mumia
7735	tutancamon
7736	flop queen
7737	hora de ser mae
7738	cachorra do funk
7739	vagisa
7740	young diva
7741	nu rave
7742	deep techno
7743	minimal teccno
7744	progresive trance
7745	minimal house
7746	make me cry
7747	harmonic
7748	harp
7749	whisttling
7750	layne staley
7751	mark lanegan
7752	polish punk
7753	intelligent
7754	great music
7755	love japan
7756	tecktonik
7757	hc ljubav
7758	filmska muzika
7759	hc ljubaf
7760	hella diy
7761	favorite band
7762	indie-ish
7763	ambient folk
7764	my favorite song
7765	best song ever written
7766	rad cover
7767	best rapper alive
7768	artsy folk-punk
7769	chris cornell
7770	serj tankian
7771	dave grohl
7772	daniel johns
7773	wesley reid scantlin
7774	humberto gessinger
7775	selena gomez
7776	rolling stones
7777	keith richards
7778	videosex
7779	ex-yu
7780	five strings two fingers one asshole
7781	keef the human riff
7782	frusciantism
7783	john frusciante
7797	slowies
7798	collection
7799	debut album
7800	edit
7801	song with samples
7802	ztt
7803	liverpool
7804	trevor horn
7805	drum attix
7806	wishes he was brian wilson
7807	skits
7808	paola mirabella
7809	bete
7810	lunettes
7811	oculiste
7812	puzzola idiota
7813	antifolk
7814	freak-folk
7815	bossa
7816	post-folk
7817	vibey
7818	weird acoustic
7819	new american weird
7820	catania
7821	ethno-rock
7822	freak-pop
7823	pachamama
7824	subterra
7825	anzio
7826	freak folk tropicalia
7827	anti-anti-folk
7828	duckhead green
7829	rocketta
7830	tommy
7831	p-birdie
7832	honeybird
7833	ginobird
7834	buzz
7835	gardening
7836	lake
7837	bees
7838	pink lemonade
7839	snapple
7840	sticky sweet
7841	quemby
7842	pollock pines
7843	limone
7844	talia
7845	siculo
7846	carfagna
7847	catanese
7848	better than kmad
7849	vyjeta ropucha
7850	nice sword gandalf
7851	astroubrus worship
7852	home collection
7853	over 2000 listeners
7854	non melodic
7855	virgin metal
7856	maracaibo
7857	mujer de la nuche
7862	bond
7863	2 tone
7864	welsh
7865	jamaican
7866	f
7867	egyptian
7868	skeet surfing
7869	my loving
7870	punkwave
7871	minimal wave
7872	minimal synth
7873	baile melancolico
7874	french wave
7875	euro disco
7876	minimal elektro
7877	elektro punk
7878	katamari damacy
7879	she wants revenge
7880	information society
7881	synthtrial
7882	vnv nation
7883	visage
7884	russian synthpop
7885	mesh
7886	merge
7887	front 242
7888	sythpop
7889	depeche mode sounding
7890	emmon
7891	marsheaux
7892	parralox
7893	la roux
7894	good mood music
7895	good mood songs
7896	infatuation
7897	childhood memories
7898	breakup music
7899	breakup songs
7900	because sometimes i feel like a 13-year-old teenie bopper
7901	sometimes its just about the hot singer
7902	music by friends
7903	kate griffes
7904	corinne bailey rae
7905	dark songs
7906	unplugged
7907	the cardigans
7908	high school memories
7909	music that reminds me of friends
7910	edgard portela
7911	live in dublin
7912	raul midon
7913	andrea corr
7914	kt tunstall
7915	mana
7916	songs i can play
7917	ten feet high
7918	sexual
7919	young guns not young gunz wth
7920	letmelikeit
7921	lmli
7922	check out later
7925	rockford rock
7926	sugar pop punk
7927	chicago emo
7928	lifetimecore
7929	easygoing days
7930	nintendemo
7931	ride the bus
7932	hardmo
7933	emo hardcore
7934	oozing wave
7935	roselle hardcore
7936	spaztic hardcore
7937	pop singles
7938	pop covers
7939	jimi hendrix tracks
7940	60s favorites
7941	bahia
7942	ivete
7943	dalila
7944	dance disco eletronic pop jennifer lopez red one pittbull
7945	lixo
